,Crime_ID,Month,Reported_by,Falls_within,Longitude,Latitude,Location,LSOA_code,LSOA_name,Crime_type,Last_outcome_category,Context,geometry
10872,e5e1e88a7241874ffbb7e081dbaac734f87b0b2965b4491957b38c3deaf5c602,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.049776,51.400419,On or near Ancaster Road,E01000706,Bromley 013D,Burglary,Under investigation,,POINT (-5541.038973726179 6692431.198214454)
10883,0f12660e91986fe6a37f535a971c6a8d0146b56fcc33bbc4e74fe8384a54eef8,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.048358,51.411096,On or near Supermarket,E01000797,Bromley 013E,Burglary,Under investigation,,POINT (-5383.187935780316 6694336.546385994)
10903,d1385704d9381bd65abe49afdf310e4334df9154045e636ba25d908b939a291a,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.10886099999999999,51.404865,On or near Palewell Close,E01000729,Bromley 014A,Burglary,Under investigation,,POINT (12118.3510872458 6693224.548485576)
10923,3cce14ff0851dda04b2939b464f7d7fe2b7170e39d400208f6fd3000c2fae986,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.108243,51.396414,On or near Hyde Drive,E01000730,Bromley 014B,Burglary,Under investigation,,POINT (12049.55564193545 6691716.606602571)
10924,40bf40850d69c1c0ba44e496c93d30ec3fefa1e02c9f9c827aa257634e5103f7,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.107029,51.395024,On or near Parking Area,E01000730,Bromley 014B,Burglary,Under investigation,,POINT (11914.4137801134 6691468.610655651)
10964,c402789604b8a4da2f01c977d67ae7a2a3fb77ed1d84fc2197ba886fb609c946,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.11318900000000001,51.405174,On or near Sevenoaks Way,E01000738,Bromley 014D,Burglary,Under investigation,,POINT (12600.14184340067 6693279.689731254)
10983,124ec82f3f4a7997c76b90fbdecc65a13e341153af3168be83ce73b7e7e3a8fe,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.10251199999999999,51.399978999999995,On or near Arbrook Close,E01000739,Bromley 014E,Burglary,Under investigation,,POINT (11411.58364020038 6692352.688211378)
10995,db333b7c4a37c2120745142f02dfb12cbbb3fca594c79c8ab7c9011b87f248db,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.060953,51.406054,On or near Samos Road,E01000699,Bromley 015A,Burglary,Under investigation,,POINT (-6785.256922322254 6693436.728330058)
11012,1be9059122859eeb7cd6fbb7f29ce2d73cc39896c0264b48d41a617d8437ada7,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.061299,51.402291,On or near Warwick Road,E01000704,Bromley 015C,Burglary,Under investigation,,POINT (-6823.773466136068 6692765.231033715)
11013,d730191eed8f2f5a280811e6f41ad53f62435b6c755c3ac5f93245cd6b6fd000,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.057447000000000005,51.404629,On or near Piquet Road,E01000704,Bromley 015C,Burglary,Under investigation,,POINT (-6394.970787601536 6693182.434387074)
11014,d7e3710ce2a2a33f5313938b163fee4422a76bab885dfcdae722d88922b9995f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.062348,51.402974,On or near Marlow Close,E01000704,Bromley 015C,Burglary,Under investigation,,POINT (-6940.547611978247 6692887.10645479)
11037,4bfacc8d67806378dc4cba1ab6f80b891582f9d8733b1920326489fadf614d0d,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.055394000000000006,51.406942,On or near Pelham Road,E01000801,Bromley 015E,Burglary,Under investigation,,POINT (-6166.431873002857 6693595.197615891)
11050,9e6b1322e220a3170d0c99b048a48bfc0f4238b6ef8689d1b355358c14d273b7,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.034238,51.405519,On or near Lewes Road,E01000647,Bromley 016B,Burglary,Under investigation,,POINT (3811.356725778689 6693341.255639965)
11070,afbbafa774f2376c6a3cae851d49b8ad4e4012b64b63340e454a8dac06cd84c1,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.011379,51.396066,On or near D'Arcy Place,E01000670,Bromley 018A,Burglary,Under investigation,,POINT (1266.704485737421 6691654.517701534)
11094,231c1affc55ff5cb8ade19904d44cec552df94feba647614f3c0b7f358760c88,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.018854,51.402601000000004,On or near Kentish Way,E01000675,Bromley 018B,Burglary,Under investigation,,POINT (2098.817679415999 6692820.54761712)
11095,b2411bbecad5b27134a35ae0e92e2fac21f2206781720cecc29d3c938e6430ca,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.016268,51.401333,On or near High Street,E01000675,Bromley 018B,Burglary,Under investigation,,POINT (1810.945476224995 6692594.287316657)
11325,712a2e82037e60a85bc35384ba1aafe169329e8d8f31d27852566d3419681e2b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.11685,51.392284000000004,On or near Withens Close,E01000721,Bromley 019C,Burglary,Under investigation,,POINT (13007.6824991946 6690979.777401746)
11326,552b3328d58ce407c4af77b730b7878255cd6fb51eee526b6d18acb74c98be35,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.12552,51.392028,On or near Sweeps Lane,E01000721,Bromley 019C,Burglary,Under investigation,,POINT (13972.82248437028 6690934.106885135)
11352,bb15c6b7a39222704d85065d137872dc015a07a7fd5b0d35262706765f2ed680,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.118427,51.399962,On or near Georges Close,E01000728,Bromley 019E,Burglary,Under investigation,,POINT (13183.23333617576 6692349.654885505)
11353,928136a555c9d6c76df3b6c5d8118035ee438fea2ded13872482be18bf61e703,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.12130999999999999,51.411322,On or near Sidcup By-Pass Road,E01000728,Bromley 019E,Burglary,Under investigation,,POINT (13504.1674281328 6694376.88168863)
11354,35d67b66d396b2e67b36bb5c28c2b5c91fd93b83794b30362e4183b22c295c72,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.117629,51.398871,On or near The Landway,E01000728,Bromley 019E,Burglary,Under investigation,,POINT (13094.40038252271 6692154.989094598)
11355,16e56b68d9c773f49166e282a27a68a49ed4ce12c9c889e1982922e26d40ae7c,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.125583,51.401441999999996,On or near Chapman'S Lane,E01000728,Bromley 019E,Burglary,Under investigation,,POINT (13979.8356122925 6692613.736890997)
11356,c2214463fbf2d349678b5853998adcd41c4bd93b593dfcd23cb7471e9317935c,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.11667899999999999,51.399796,On or near Wesley Close,E01000728,Bromley 019E,Burglary,Under investigation,,POINT (12988.64686626732 6692320.035409756)
11373,8f5b7664465d7889a869378b1dbc52db59c12f18d8240fce75251a8caa2356e4,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.041754,51.393149,On or near Sunningdale Road,E01000651,Bromley 020A,Burglary,Under investigation,,POINT (4648.034018583675 6691134.095686326)
11382,cbc905d4c343c9999164527e9aa8aa22f410625b66eb59488edb725265d29400,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.038986,51.396209999999996,On or near Baths Road,E01000668,Bromley 020B,Burglary,Under investigation,,POINT (4339.901668067496 6691680.209603295)
11407,38d6168816f32bbbf0acedd6e271954bbb41fc60cd4eb3c21e25e54eabc8ff3f,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.029460000000000004,51.395988,On or near Great Elms Road,E01000671,Bromley 020D,Burglary,Under investigation,,POINT (3279.472198769873 6691640.601288515)
11408,ebb013c0fa9a7ebc92ab0542a278701ea28d5881e454e6f47345d272ca7d4f70,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.027402999999999997,51.395646,On or near Fielding Lane,E01000671,Bromley 020D,Burglary,Under investigation,,POINT (3050.488006209093 6691579.583449997)
11428,e12d575d6f6dfaf03b450ab30ecf03e7f3b0894020abd3e2fc5857939f7ee427,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.013130000000000001,51.391771999999996,On or near St Dunstan'S Lane,E01000826,Bromley 021A,Burglary,Under investigation,,POINT (-1461.62491411673 6690888.436624065)
11436,6b56e1027e5048480fae334154d0f862f7deb4baa3c4918ee845da9e576da562,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.002239,51.388894,On or near Pickhurst Lane,E01000827,Bromley 021B,Burglary,Under investigation,,POINT (249.2443398859558 6690375.020570049)
11450,eac991e4bd6c85661903f229ee2b2cb06a41be429c2f94f624ba00e191b6b6c4,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.001946,51.402262,On or near May'S Hill Road,E01000831,Bromley 021D,Burglary,Under investigation,,POINT (216.6277290848537 6692760.056275737)
11453,b1efab537aa8b0010186e0783b01574afe78e686ba3ce06e0f8a91530e3cb278,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.006804999999999999,51.387834000000005,On or near Barnfield Wood Close,E01000833,Bromley 021E,Burglary,Under investigation,,POINT (-757.5291348495872 6690185.931758948)
11454,ea2717c818204d51e35dd71e7153ad321c4eaf8870d96f90a5e859fdb7021bd2,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.00022799999999999999,51.392317,On or near Hayes Lane,E01000833,Bromley 021E,Burglary,Under investigation,,POINT (-25.38084390208615 6690985.664635369)
11463,231d4897f28d6403637bfe5a894756a85184bbf66c8f260dbb5ed3f521ebf698,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.07333300000000001,51.391839000000004,On or near Woodland Way,E01000807,Bromley 022C,Burglary,Under investigation,,POINT (8163.392218342477 6690900.389363017)
11485,1e3020cd0a91bd49fcb62e2bb20d61549bbd9e08e6dff29ad390a2d46e774c75,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.10617599999999999,51.389913,On or near Marion Crescent,E01000722,Bromley 023A,Burglary,Under investigation,,POINT (11819.45825446801 6690556.799698236)
11516,8bca448f8fca92ec5ac7570c24f6dacda513d3c532aac8dbb7954258a4e395f2,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.097264,51.395559000000006,On or near Kevington Drive,E01000731,Bromley 023C,Burglary,Under investigation,,POINT (10827.37895251579 6691564.061441055)
11541,1f4b3000529128e0338f2c866b20448b9e5c3ccdc5f56281bf345788a288b137,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.034893,51.391104999999996,On or near Holly Crescent,E01000769,Bromley 024A,Burglary,Under investigation,,POINT (-3884.270992250507 6690769.445386314)
11577,d63be4f17fbecc9eeac80b45f08a426d6f11033434e92677c9b5d3861ef7d182,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.030857,51.393034,On or near Ernest Close,E01000775,Bromley 024C,Burglary,Under investigation,,POINT (-3434.985527408332 6691113.57921443)
11578,151193d2602e0cbd6cbe0596ebccedfa6d109592c16b6ad249b5978ecee658ae,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.027037000000000002,51.39395,On or near Overstand Close,E01000775,Bromley 024C,Burglary,Under investigation,,POINT (-3009.745072579108 6691276.998803791)
11579,fc7c084ef986d4c4a071baeca6a562961368fcb8d30d701516e1c3a638a912a4,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.019045,51.389291,On or near Sports/Recreation Area,E01000775,Bromley 024C,Burglary,Under investigation,,POINT (-2120.07970215661 6690445.840808894)
11592,e817ae96886d33874662d10d05d89236d2a22f09f6b01f5b3f9d76c8a66c0f4c,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.031335,51.394634,On or near Merlin Grove,E01000777,Bromley 024D,Burglary,Under investigation,,POINT (-3488.19624400831 6691399.030412745)
11598,764de71ea100d0b329d463d156ffe70a5c7c3fb1441260c7ce59c528897c1367,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.039129000000000004,51.39087,On or near Aviemore Close,E01000778,Bromley 024E,Burglary,Under investigation,,POINT (-4355.820355248729 6690727.522349979)
11600,030e3d31726ff08b05748a81a529c9ef8bf99a443fcdb7ace5910d5d5bf9e255,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.08494199999999999,51.381912,On or near Berkeley Close,E01000808,Bromley 025A,Burglary,Under investigation,,POINT (9455.700186961618 6689129.612402339)
11630,ddec423f8d4b5c79c6cdec36a7ad6862f3098dec8b5c1cda1d73d1b41289df04,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.07470299999999999,51.393846999999994,On or near Manor Way,E01000815,Bromley 025E,Burglary,Under investigation,,POINT (8315.899920728962 6691258.62285699)
11658,19683e638a17f466f529448c16f3392e641df508c8e79d2babeaa4bbc079568f,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.053435,51.390463000000004,On or near Southborough Lane,E01000662,Bromley 026B,Burglary,Under investigation,,POINT (5948.356990537633 6690654.915728368)
11659,72797cb8a6de5fb9552603f6f043bb3a7746d0f4703c60c1c1f19b2e6440d1e0,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.053427999999999996,51.389024,On or near Parkfield Way,E01000662,Bromley 026B,Burglary,Under investigation,,POINT (5947.577754101832 6690398.211008808)
11673,ff4c9bf9664d0eb0b57251802bf23c4ec65445f399358fbdabe7b16959c533a8,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.05876900000000001,51.385045,On or near Hazel Walk,E01000663,Bromley 026C,Burglary,Under investigation,,POINT (6542.135154428645 6689688.43504647)
11674,ca8354250e9523a6258ec6346417a9106df7f27b456584df07d9bf20a1b1982d,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.06138,51.388462,On or near Sports/Recreation Area,E01000663,Bromley 026C,Burglary,Under investigation,,POINT (6832.790344891987 6690297.957431415)
11704,9770a2ae014fe581e8a515750ec9f9cee95d423a87196c723246e5ee254178b1,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.003587,51.379932000000004,On or near Hilldown Road,E01000766,Bromley 027C,Burglary,Under investigation,,POINT (399.3030134766365 6688776.466206511)
11708,7e2f2cc5a36fd9d1cdaa6ab9b7b56847b0dbacf646b3e3bc88cf6ee2f3823a81,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.013038,51.38048,On or near Chatham Avenue,E01000767,Bromley 027D,Burglary,Under investigation,,POINT (1451.383520962909 6688874.204129718)
11757,526cda25da3aea511e22a1c24427945d2d28a0ca18cfc9d2494d6cbc1ed141b5,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.102626,51.377063,On or near Parking Area,E01000790,Bromley 028C,Burglary,Under investigation,,POINT (11424.27406215001 6688264.788039691)
11758,9e806d8a0b120d462558f95710ef5de641811a55f40dd14a91f1011582d3a8ed,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.093903,51.369809000000004,On or near Tower Road,E01000790,Bromley 028C,Burglary,Under investigation,,POINT (10453.23414396161 6686971.200356461)
11759,e7452ae3689fff603f863ffe57f91f846e10a82878302fde4e7947e6bd2aa824,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.09991,51.376743,On or near High Street,E01000790,Bromley 028C,Burglary,Under investigation,,POINT (11121.93032515531 6688207.71891808)
11760,f2b9723ce561cea6e49f1e0480634f712d0fdf66b741040fda4e2426d3e848d3,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.097436,51.375124,On or near Knoll Rise,E01000790,Bromley 028C,Burglary,Under investigation,,POINT (10846.5259049343 6687918.99094581)
11802,1db2ced18fb125d654f91caa47ab6e3ba6fc8879c7042d155000ca1cd8046fdb,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.099382,51.380592,On or near Wiltshire Road,E01000812,Bromley 028D,Burglary,Under investigation,,POINT (11063.15363401632 6688894.179907681)
11812,4e45c10b81c0c914c0e6054721d4563c8169cde584407ec4b50864d31d08baa9,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.089809,51.375197,On or near Hillview Crescent,E01000814,Bromley 028E,Burglary,Under investigation,,POINT (9997.492148653386 6687932.009343632)
11813,4c15bc5494b924f03e4eaa7fca7d917da5838f72ce29ddd7f40d24ad6d7d7867,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.090071,51.376532,On or near Bancroft Gardens,E01000814,Bromley 028E,Burglary,Under investigation,,POINT (10026.65785524042 6688170.089184263)
11817,e08675b398ee61e3e5fdea5a42693eda5c7a59490ab187f92a63945d2401365b,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.11936500000000001,51.379197999999995,On or near Nicolson Road,E01000723,Bromley 029A,Burglary,Under investigation,,POINT (13287.65101853918 6688645.556295969)
11831,d69225af46d7e98d37c224f45703636e5b21a88f4a2e9b5a4f24d57dd2c1bee2,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.11193,51.38221,On or near Bournewood Road,E01000787,Bromley 029C,Burglary,Under investigation,,POINT (12459.99060449011 6689182.764011077)
11832,7feda0d9257fe325f13a71ccd724ab92f5ac6e89a30883f7a2d25ccba9069b34,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.11823800000000001,51.378454,On or near Brow Crescent,E01000787,Bromley 029C,Burglary,Under investigation,,POINT (13162.19395241479 6688512.865013981)
11839,8044b0b2ebc459d949dc355e10b1ab2b9c3919d1d1241a7f549a4d95dd4d5e78,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.106618,51.377315,On or near Bark Hart Road,E01000788,Bromley 029D,Burglary,Under investigation,,POINT (11868.66146939774 6688309.730253751)
11840,4db296eee987fdd697ccfd63841d113c1373df23a44b26a32cd3ba03cbe8e1c3,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.099725,51.375226,On or near Parking Area,E01000788,Bromley 029D,Burglary,Under investigation,,POINT (11101.33621935927 6687937.181041684)
11851,6382b0abbe75154512489164d6168035f000844e8281f8ae8c722507728ccef5,2019-04,Metropolitan Police Service,Metropolitan Police Service,0.110303,51.378085,On or near Ramsden Road,E01000791,Bromley 029E,Burglary,Under investigation,,POINT (12278.87379296993 6688447.055218572)
11860,999255944be4c4a8d5c8db999b52c90a0cfdcd8f4805bd14f1ea17eb07c15f14,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.015071000000000001,51.376832,On or near Supermarket,E01000835,Bromley 030B,Burglary,Under investigation,,POINT (-1677.696045745416 6688223.591227479)
